Mon,Tue,Wed,Thu,Fri,Sat,Sun,lat,long,rad
0,0,0,0,0,0,0,40.44173,-79.94717,15
0,0,0,0,0,0,0,40.44173,-79.94717,15
0,0,0,0,0,0,0,40.44173,-79.94717,15
0,0,0,0,0,0,0,40.44173,-79.94717,15
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0.0740740741,0,0,40.44244,-79.94665,50
0,0,0.172413793,0,0,0,0,40.44244,-79.94665,50
0,0,0.247058824,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0.108695652,0,0,40.44244,-79.94665,50
0,0,0,0,0.0175438596,0,0,40.44244,-79.94665,50
0,0,0.240506329,0,0,0,0,40.44244,-79.94665,50
0,0,0.191011236,0.0163934426,0,0,0,40.44244,-79.94665,50
0,0,0.135416667,0.186046512,0.0727272727,0,0,40.44244,-79.94665,50
0,0,0.0144927536,0,0.02,0,0,40.44244,-79.94665,50
0,0.0243902439,0,0,0.162162162,0,0,40.44244,-79.94665,50
0,0,0,0,0.625,0,0,40.44244,-79.94665,50
0.212121212,0,0,0,0.595744681,0,0,40.44244,-79.94665,50
0.534883721,0,0,0,0.373333333,0,0,40.44244,-79.94665,50
0.736842105,0,0,0,0.397058824,0,0,40.44244,-79.94665,50
0.5,0,0,0,0.241935484,0.340425532,0,40.44244,-79.94665,50
0.311688312,0,0.107692308,0,0,0.608695652,0,40.44244,-79.94665,50
0,0,0.209677419,0,0,0.411764706,0,40.44244,-79.94665,50
0,0,0.25,0,0,0,0,40.44244,-79.94665,50
0,0,0.378378378,0,0,0,0,40.44244,-79.94665,50
0,0,0.136363636,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0.104477612,0,0,0,0,0,40.44244,-79.94665,50
0,0.408450704,0,0,0,0,0,40.44244,-79.94665,50
0,0.0666666667,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0,0,0,0,0,0,0,40.44244,-79.94665,50
0.714285714,0.0869565217,0.466666667,0.0602409639,0.228070175,0,0,40.44253,-79.94451,70
0,0.0833333333,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0.0294117647,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0.5,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44253,-79.94451,70
0,0,0.206349206,0,0,0,0,40.44253,-79.94451,70
0.305555556,0.511111111,0.3625,0.410958904,0,0,1,40.44253,-79.94451,70
0.142857143,0.529411765,0.396825397,0.396825397,0,0,1,40.44253,-79.94451,70
0,0.564516129,0.280898876,0.385964912,0,0,0.622222222,40.44253,-79.94451,70
0.0714285714,0.64,0.288659794,0.28358209,0,0,0.480769231,40.44253,-79.94451,70
0.692307692,0.547169811,0.284210526,0.405405405,0,0,0.474576271,40.44253,-79.94451,70
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0.243902439,0.0361445783,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0.375,0,0,40.44257,-79.93994,40
0,0,0,0,0.0425531915,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0.253521127,0,0.529411765,0,0,0,40.44257,-79.93994,40
0,0.275,0,0,0,0,0,40.44257,-79.93994,40
0,0.219512195,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0.0869565217,0,0,0.126436782,0,0,0,40.44257,-79.93994,40
0.320987654,0.0298507463,0.338028169,0.258426966,0,0,0,40.44257,-79.93994,40
0.568181818,0.267605634,0.0793650794,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
0,0,0,0,0,0,0,40.44257,-79.93994,40
